order_id,order_date,user_id,product_id,quantity,price,total_amount,country,city
019ac5a7-cc96-404d-9525-4925ea8f1194,2024-08-03,556696,1002,3,45.77,137.31,USA,Los Angeles
712ab47a-b89b-488b-85a2-1c18eaa3f4fc,2024-10-16,105126,1004,1,9.52,9.52,UK,London
dcfa02b3-d71c-4b13-bde4-720407627843,2024-07-12,699456,1010,5,28.44,142.2,USA,Seattle
5d7ec9c4-70d3-4263-b3a1-834b14f6e802,2025-03-28,904318,1009,1,15.46,15.46,Germany,Hamburg
f6926af3-12b9-4458-9684-b58c057e2cce,2024-08-15,107324,1005,2,43.03,86.06,UK,Birmingham
f09e2b9f-eb15-4d78-a9c6-4c2aea0295c3,2025-04-21,529171,1002,4,51.21,204.84,Germany,Frankfurt
cf370724-a121-4769-97f0-66edc1a71feb,2024-09-17,761625,1003,1,92.64,92.64,Japan,Osaka
8127d150-de25-4465-8297-dd81eed29b4d,2024-06-03,895359,1005,4,40.97,163.88,Germany,Frankfurt
de236b8d-3e68-44b4-9930-a70e8f6bcf48,2024-08-17,703607,1005,1,38.43,38.43,USA,Houston
67251ac9-b19f-443b-b461-aecbf908104e,2024-07-10,187862,1005,1,41.72,41.72,Canada,Toronto
8a30126a-214e-4e03-90e9-10b436e826e9,2025-04-14,813219,1009,5,15.86,79.3,Australia,Brisbane
c53b81a7-44df-4032-9e93-a72bbcfe69b6,2025-04-19,677286,1010,2,32.42,64.84,Australia,Perth
fd5b8c0b-4ece-4d7b-831a-64a054398c9c,2024-07-22,734723,1004,1,9.67,9.67,UK,Manchester
551fa7df-40d1-487f-a100-69f2c42be3a2,2024-10-30,167062,1008,5,76.55,382.75,USA,Houston
1031ac6f-27d9-41f8-8031-c5d79c4363b1,2024-11-21,548049,1008,1,83.5,83.5,India,Bangalore
7668a623-02d9-4e9d-bb1e-ff69957dfeb1,2024-09-14,838060,1009,1,14.63,14.63,France,Marseille
2fc0bd6b-8ebc-49b1-a4a9-4f6d95ad89fc,2024-09-30,692847,1005,3,41.65,124.95,Japan,Yokohama
6961aeb0-369b-47a8-9387-88354468c8c0,2024-06-24,152894,1006,5,28.31,141.55,USA,Seattle
b69fed1a-054f-480d-a3c0-0c4761b578e2,2024-11-11,188898,1003,3,91.83,275.49,India,Mumbai
0cf3f410-84c0-41df-a52c-d3f71ccae215,2024-08-06,547185,1010,5,29.05,145.25,Mexico,Monterrey
647bd56f-825e-47f1-a4e5-88007d119558,2025-03-16,303045,1006,2,24.58,49.16,India,Delhi
e2695a59-34ed-4537-9f9c-95ee635f174c,2025-04-27,218848,1002,1,49.3,49.3,Canada,Vancouver
892a2ba4-a78c-4822-86d2-96b3d1fcdbcb,2025-01-28,412273,1001,2,20.32,40.64,France,Toulouse
1c3f71d0-cc7b-4e0d-84e8-8574b149f53a,2024-08-05,671235,1006,3,26.05,78.15,India,Bangalore
ed8cf476-5450-45ff-89e2-952246341f76,2024-06-10,262441,1008,5,82.7,413.5,USA,New York
decc66d6-dc29-4946-8901-b066cbcbf541,2024-05-24,234608,1004,4,10.97,43.88,Germany,Berlin
a50b39b8-12ea-44a5-a0ed-ed32b22b9e21,2024-06-18,282494,1003,5,84.19,420.95,Mexico,Monterrey
f955ee14-a40b-441a-819c-b2b6d4dbd8ae,2024-12-22,199257,1009,3,15.14,45.42,France,Paris
9022fc63-7fc6-43dc-b83c-e28a986ebfde,2024-10-01,420277,1005,4,38.57,154.28,Germany,Munich
7e8cb1c1-890a-42f5-8f20-7c2df17253e4,2025-03-13,366700,1002,4,46.52,186.08,Japan,Osaka
4bb1a431-64a1-4a60-a8e4-fedb180668b3,2024-08-14,103643,1010,5,30.51,152.55,Japan,Osaka
37d2a891-0135-4803-bcd7-c89e48f16335,2025-03-09,959704,1009,3,16.05,48.15,France,Lyon
f9a8d9bb-9f36-4cbe-b97f-d6ef8d8249db,2025-03-29,859038,1005,4,40.04,160.16,Mexico,Mexico City
367c96bd-dafc-4927-90c2-12bd974713bb,2024-10-07,807272,1004,4,10.15,40.6,Australia,Sydney
98047833-b4ac-45bb-bb68-5a665c6cd055,2025-02-22,874942,1001,2,19.8,39.6,Australia,Melbourne
02d13243-0527-49eb-bba9-f89b245f4d41,2024-12-25,931419,1010,2,29.17,58.34,India,Bangalore
580aed3d-6398-46d0-8655-71f0bf361882,2024-10-17,821914,1007,4,209.79,839.16,India,Bangalore
2d62c0ba-a213-422e-87bb-89dddb00532c,2024-09-04,513961,1007,1,209.12,209.12,Australia,Sydney
098efb37-aa7b-4221-bf5a-3c9ec5bae3d9,2025-04-14,796937,1004,2,9.28,18.56,Germany,Berlin
c849f70d-1b78-4092-af06-cfaae00870b7,2025-03-26,215765,1008,3,78.49,235.47,USA,Houston
b0e1444a-3d09-40a8-a0c9-eed6370da648,2024-07-23,844498,1002,5,45.28,226.4,Germany,Berlin
1fba0d7a-4dbd-458b-998c-2705c3c34d79,2024-12-24,658160,1009,2,16.89,33.78,Canada,Vancouver
a30e3df4-878e-45a3-be19-b584eb740a8a,2024-08-25,937511,1003,2,91.88,183.76,Germany,Frankfurt
9fa5ceff-68f9-49b5-9e5e-36447e4218f7,2025-04-16,952238,1001,1,19.57,19.57,France,Toulouse
2c503f6c-b877-4462-958a-d5e5dd335061,2024-05-29,665477,1006,5,26.24,131.2,UK,Manchester
c060417f-296c-4861-bed7-43bf4f865ac0,2024-12-25,793312,1009,5,17.1,85.5,Mexico,Mexico City
57baaa2e-8406-499b-80c5-317e467407b3,2025-02-21,207626,1010,2,31.9,63.8,USA,Houston
4b3c8c1e-febb-44b6-841f-78dabd2d65f9,2024-12-30,733965,1004,5,9.06,45.3,Brazil,Rio de Janeiro
70f1e9c2-5095-4094-bae1-ec7746b24ded,2024-08-09,462452,1006,5,23.87,119.35,USA,New York
5cba8d58-f8b2-475d-ac26-977c7b8e5c88,2025-03-03,802341,1004,4,9.66,38.64,Canada,Toronto
d34e8074-6b99-4ed7-a502-a29e2380ba8d,2024-08-01,558875,1007,5,243.82,1219.1,Mexico,Monterrey
61020ae9-0800-470e-8b9b-692aecd0d213,2024-06-17,113163,1005,2,40.91,81.82,Australia,Brisbane
7ceb3368-811f-44ad-bfc8-9f89a48bed85,2024-06-18,277400,1006,2,27.03,54.06,Brazil,Rio de Janeiro
f13251b3-8566-4093-a1b9-bf99ade046d5,2024-10-03,578543,1010,5,28.8,144,USA,New York
edbd45ca-193f-4798-824c-42dfea4d74e0,2025-01-22,982343,1002,2,48.15,96.3,Canada,Toronto
8d2e6eff-f761-4508-85cb-ce7495dbc5b7,2024-11-24,253667,1008,5,77.59,387.95,Japan,Tokyo
d5e5501c-a017-49f7-9f18-5dbe23d84974,2024-04-30,969955,1006,1,24.67,24.67,Australia,Melbourne
bf5dee89-029f-44bf-a4eb-cf9760d42c82,2024-06-04,931094,1004,4,9.27,37.08,UK,London
a956b045-2dd2-4632-9f98-62251c884065,2024-07-10,700462,1009,2,16.61,33.22,Brazil,Sao Paulo
abd80604-a396-4d4d-ad75-38ecbf26b7d9,2025-01-29,618215,1005,3,37.62,112.86,Mexico,Monterrey
7afcadd3-a128-4028-b293-246784335ea8,2024-07-08,401204,1007,3,224.53,673.59,France,Paris
860f4e09-83fa-4db4-81f1-9f705b2153e7,2024-05-08,743075,1010,2,30.09,60.18,Brazil,Brasilia
1d77ab99-ad54-4e17-a3bd-485f8f91b226,2024-05-28,751130,1003,1,87.77,87.77,France,Paris
489d81a5-eb7b-48cd-84da-79f7d3cca989,2025-03-08,371627,1009,5,17.21,86.05,Canada,Ottawa
bd7ac68b-0f51-45d3-a721-43090b112e87,2025-04-24,390849,1001,1,18.09,18.09,France,Paris
2a55fa0c-783f-441b-b270-e405bf2a2fa9,2024-06-30,806147,1004,3,9.87,29.61,Brazil,Sao Paulo
29afdd1c-778e-4afa-af4f-f68afa91bb11,2024-11-10,342242,1009,5,16,80,Canada,Ottawa
7dc3b7b8-db47-4b0d-830d-dd447d404017,2025-01-14,274520,1010,5,28.05,140.25,Mexico,Guadalajara
1ede85f8-4ffd-4ec8-95f2-1623e7c0982a,2024-12-22,868434,1009,4,16.59,66.36,Germany,Hamburg
20657d46-781c-4cae-b391-2e9cc3a1defb,2024-12-25,770264,1002,3,46.45,139.35,UK,Manchester
50c47b4f-c97d-49f3-80b1-e3bbeff65c53,2024-11-28,352762,1008,3,73.6,220.8,Australia,Melbourne
bc94d90e-5a80-4fb2-a334-9af0c0cc4ffa,2025-03-27,779979,1002,3,45.58,136.74,France,Lyon
538f2edb-71f6-44bf-96af-1d92abc612be,2024-12-21,328273,1009,4,14.75,59,Mexico,Puebla
91d8b4ef-fc25-4e4f-8e53-dff117350984,2024-05-16,192445,1004,4,9.63,38.52,France,Toulouse
ddfe523a-8431-44e0-be90-29d46df6ec09,2024-11-07,844548,1004,4,10.94,43.76,UK,Bristol
1f3207f9-9676-4bcf-b588-86debc043b98,2025-04-15,328547,1001,3,19.37,58.11,Japan,Osaka
20fd9661-a5a0-489f-b892-019cf2f4ce01,2024-10-05,115641,1008,2,87.62,175.24,Australia,Melbourne
2f5ae6e8-28d3-4b5a-b0ac-95d43a693416,2024-06-10,209318,1003,1,98.18,98.18,Australia,Melbourne
25d19e60-5559-46a0-b435-544b3957cbea,2025-02-18,290697,1004,4,10.66,42.64,Canada,Vancouver
effcb8a9-d748-433b-a949-8124a5993488,2025-03-30,676374,1010,1,31.33,31.33,Germany,Frankfurt
ccd72f27-bb0d-43ee-92a9-fb72c87d957a,2025-01-04,111816,1001,5,18.45,92.25,Mexico,Mexico City
ff26685d-5649-4007-9e4b-419fb7076c7a,2024-10-22,737058,1001,3,19.07,57.21,Canada,Montreal
02b29170-3274-403b-83e5-75907e557fca,2024-10-10,278776,1004,4,10.55,42.2,UK,Birmingham
9b7246de-98ff-4ff9-ac16-0d9e1f8e4bd3,2024-08-01,970029,1001,5,20.95,104.75,Brazil,Salvador
9c9e2e20-45ba-4bfe-beae-54254ac44a79,2024-12-29,643780,1007,4,223.27,893.08,Germany,Frankfurt
dabad779-e8b5-4827-ac64-49a09e3c400c,2025-01-13,371823,1005,4,39.97,159.88,Germany,Berlin
1aa7517a-4032-49fc-9748-909cd639a3b7,2025-01-06,631724,1008,4,85.1,340.4,India,Hyderabad
c14456a6-d1cc-4d18-a7bd-a093dfd14038,2025-01-13,513048,1005,1,37.49,37.49,Mexico,Mexico City
e833e508-a53b-4083-a9ef-514b5f55d540,2025-01-13,818542,1005,1,36.14,36.14,India,Mumbai
8029d91f-e41f-42c0-82ab-4505baeaf055,2025-04-04,642660,1003,2,91.65,183.3,India,Delhi
4abadba2-eead-4a09-9493-08ccfb6b9325,2025-03-03,680619,1002,1,46.53,46.53,Germany,Berlin
99b03404-d7eb-43ab-b2ec-65d882c249e7,2025-01-02,756046,1001,4,20.27,81.08,USA,Houston
8497ee58-d167-44b9-9968-2b536a996bbe,2025-04-11,848424,1003,3,85.26,255.78,UK,Bristol
29a5cc4a-606b-470f-8e46-ae2d68e769cb,2024-08-24,710684,1007,2,222.56,445.12,Japan,Nagoya
03a0b5f3-ea16-41e2-a192-881a7c717d11,2025-03-13,895931,1007,3,213.39,640.17,UK,London
1b7ed62f-9d07-44b9-b4ea-f0e12e65359f,2024-11-03,996179,1010,3,27.39,82.17,Brazil,Brasilia
918a6426-1e0a-4524-a6ef-c2dde9ea8790,2025-01-30,521686,1010,5,27.38,136.9,India,Bangalore
b6284fb3-2f98-42aa-a2cc-0951dd91a877,2025-03-11,782956,1004,2,9.21,18.42,USA,Seattle
0278e5f8-582c-4e0f-bfa0-d1e6d9986dcc,2025-03-26,595534,1009,4,16.51,66.04,Mexico,Monterrey
13384769-d529-4c37-89f5-56b1b649784c,2024-06-25,290464,1001,1,21.47,21.47,Australia,Perth
b05bf3ca-70d6-4b3e-8158-a0bd6515ca8d,2024-08-05,674167,1007,5,238.47,1192.35,Japan,Nagoya
0b3284ed-7c59-4e45-9e6a-483cd2095967,2025-02-18,972416,1009,5,16.38,81.9,UK,London
a7e96b3a-30c8-4ed5-9eb2-14b45043189b,2025-01-01,563655,1007,4,207.61,830.44,USA,Houston
3e0dfdb7-7393-47c8-811d-0670949acbca,2024-05-23,565227,1004,3,10.24,30.72,Mexico,Puebla
b1f4d72f-b116-4941-8e7a-183d7912c31a,2024-05-30,901943,1009,2,17.15,34.3,Japan,Nagoya
c8860897-c370-4628-871d-019661c98487,2025-03-30,499499,1008,3,83.32,249.96,Canada,Montreal
67ace910-9387-491b-a1b3-355e920725fa,2025-02-23,531242,1007,2,243.66,487.32,USA,Chicago
72dfb956-af02-4567-a3a2-392aef0cfd7f,2025-03-08,390910,1010,1,29.32,29.32,UK,London
d2ed9bff-e770-47d1-801f-49fcb300287d,2024-10-31,100836,1001,3,19.81,59.43,France,Paris
da34c2a5-720a-4c1d-a555-583176c5b1c8,2025-01-15,690458,1004,1,9.28,9.28,Canada,Vancouver
c6398912-ef9d-43c1-b129-6a16a0653cc3,2024-12-31,983993,1005,5,40.64,203.2,Mexico,Guadalajara
df073b5f-5bb3-47cf-8e7f-180d5afca49e,2025-04-06,254385,1003,4,87.67,350.68,Australia,Brisbane
7b562bf7-283d-4aba-a1f8-c3a8c37edea1,2024-09-18,484734,1005,2,41.02,82.04,Canada,Vancouver
8a909b58-2f8d-4d13-a0e4-c836152a027c,2024-07-08,236164,1008,3,83.04,249.12,Japan,Osaka
ae583b0e-0c47-4272-8073-7dc4749ea0e6,2024-09-12,533308,1006,3,25.66,76.98,Brazil,Brasilia
a51f4e87-2a22-49ae-953a-8d1a3a63d7d4,2025-02-24,233716,1006,5,25.54,127.7,Brazil,Sao Paulo
5ad2a72d-2271-4dde-9401-5a63f150208c,2025-04-18,390254,1002,5,46.01,230.05,UK,Bristol
79c49ffb-f44b-4561-a214-2a4914072cc7,2024-06-20,765687,1001,4,20.48,81.92,France,Lyon
1d1ceb65-56cc-4632-8e83-c3eb4edeeda0,2025-03-02,928442,1009,1,15.45,15.45,Japan,Tokyo
7dc494e8-186f-482d-8c72-a97ced2d7438,2025-01-10,941384,1004,3,10.17,30.51,Japan,Nagoya
e7615022-a23f-4316-a1af-6329cd55996b,2024-12-17,641269,1007,3,236.57,709.71,India,Hyderabad
8f63bb63-2ff0-49a8-88eb-6c16746f7851,2024-08-21,232233,1008,1,83.79,83.79,France,Paris
98178fda-559a-420f-b2a1-1cf145d03515,2024-09-22,712918,1005,5,39.47,197.35,Australia,Brisbane
f41ba176-be02-4ee0-9771-ffb447483eac,2025-03-13,785524,1008,5,83.37,416.85,UK,Bristol
95aae1d8-1686-4cb8-832b-e9f36c931b79,2024-11-28,998120,1004,5,9.1,45.5,Canada,Vancouver
c673215f-e90a-44ea-8d06-bf54dfe367f8,2025-03-04,746685,1008,2,80.26,160.52,Canada,Ottawa
21f2b98a-c17c-4a0e-9c54-a482dee9ab25,2025-01-12,820591,1003,1,94.37,94.37,USA,Houston
445ed662-e81b-475d-ab28-9b45bee0883e,2025-01-10,402660,1004,4,10.23,40.92,India,Hyderabad
42b0d756-dcca-41f0-a67c-514dbe14ca18,2024-08-28,107185,1001,2,21.77,43.54,USA,Chicago
657603dc-0056-44b5-8f21-3a9bce82faa6,2024-06-02,589294,1009,3,15.26,45.78,France,Lyon
60406120-48dd-4d14-9d4d-b1a953ccffc8,2025-02-03,274698,1006,5,26.67,133.35,Germany,Hamburg
a6b48b8f-57e2-4c6e-8f2e-e9d29bc6fb78,2024-05-11,343525,1001,4,20.29,81.16,Brazil,Salvador
b81f1f69-3e2d-4d06-9da0-0ec9f1492cfb,2024-10-04,975691,1009,1,17.31,17.31,Brazil,Sao Paulo
61389dfa-f7e4-4125-8edf-6122993faef5,2024-11-27,614530,1007,4,234.69,938.76,Brazil,Rio de Janeiro
2dc89689-5109-433e-bb81-41c1eba2a6cf,2024-10-22,361778,1010,5,32.67,163.35,Mexico,Monterrey
cb0059e1-ac7d-4709-b8a3-f0f34b9d0176,2024-09-16,193863,1007,4,240.12,960.48,France,Marseille
0f14aebe-112f-43b7-8e89-0fb88b70aafa,2024-07-14,142967,1003,3,96.2,288.6,France,Lyon
f5f517d2-46fd-4000-9f34-27ce46c9629f,2025-03-08,757151,1002,1,47.71,47.71,Japan,Tokyo
cabafa24-9e79-407a-a5ea-5bdd9d52935b,2024-08-09,618756,1002,3,51.15,153.45,India,Delhi
a4f596a1-1894-4bc8-a62b-e5f8cd4514f0,2025-03-14,644671,1008,5,73.43,367.15,Brazil,Rio de Janeiro
dfec71b6-5f5a-4be1-a478-ca1aea33f24d,2024-09-26,317500,1010,2,29.99,59.98,UK,Bristol
1df4a111-acd0-4914-b1e3-56c87ada61b4,2024-08-29,329590,1007,5,224.7,1123.5,Australia,Perth
a330072e-8374-45e6-993c-679bdbcc347e,2024-09-20,401059,1004,4,10.84,43.36,Germany,Frankfurt
d81ae5e9-1196-4b8c-91fd-530fe783ca19,2024-08-21,252292,1006,4,27.35,109.4,Canada,Toronto
55978676-2875-42fb-a21c-6ec330a741a7,2024-08-28,362363,1007,5,214.91,1074.55,Mexico,Mexico City
502dfc11-2f5e-46ba-ba7e-83fad5198506,2025-04-29,247731,1008,1,74.15,74.15,France,Lyon
6e9bf880-ff98-42fa-8ba7-e2eefabac1c8,2024-07-01,368381,1007,4,218.57,874.28,Germany,Hamburg
66a7db08-b44a-41d9-a39a-6060ab9a0ac4,2024-11-25,477260,1007,1,210.61,210.61,USA,Chicago
54bee0ce-7536-48df-bb26-ecfcb84ff539,2024-07-23,383240,1010,1,28.51,28.51,Mexico,Guadalajara
c3878056-3f10-42af-b2f4-845d0324ef78,2024-07-02,912075,1008,3,84.19,252.57,Canada,Toronto
b2cae9e7-ecbe-4046-95ec-749c9d770dc7,2024-08-21,332578,1003,3,91.22,273.66,Japan,Osaka
892bed94-79dc-468d-9c82-dfacc279d542,2025-03-03,460815,1010,1,29.24,29.24,Japan,Tokyo
47adab00-302d-4399-be43-0fa20be75411,2024-07-21,630751,1010,2,27.4,54.8,UK,Manchester
17aa9035-8c25-4016-bb7f-d275cabbaa1c,2024-06-06,788606,1007,5,231.05,1155.25,Mexico,Puebla
91705bd6-395c-43e5-9443-d38c18ddad0f,2024-07-10,672316,1002,3,47.85,143.55,France,Lyon
de9636b7-0b2b-4db8-acf6-61e999b79125,2024-09-29,120466,1008,2,81.32,162.64,Canada,Ottawa
1357488c-98e8-47e0-bb63-c4d47cd9de7e,2024-11-05,111405,1007,5,246.08,1230.4,Brazil,Rio de Janeiro
7fb654d2-1699-4b1e-9f62-ce3208458dcf,2024-06-13,210618,1005,5,42.79,213.95,UK,Birmingham
